2026-04-21 13:07:58,681 INFO train_baseline: TIME_BUDGET overridden to 1800s via TRAIN_TIME_BUDGET env var
2026-04-21 13:08:09,102 INFO train_baseline: Vocab size: 8,192
2026-04-21 13:08:09,102 INFO train_baseline: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSL'}
2026-04-21 13:08:09,846 INFO train_baseline: Parameter counts:
2026-04-21 13:08:09,847 INFO train_baseline:   wte                     : 2,097,152
2026-04-21 13:08:09,847 INFO train_baseline:   value_embeds            : 4,194,304
2026-04-21 13:08:09,847 INFO train_baseline:   lm_head                 : 2,097,152
2026-04-21 13:08:09,847 INFO train_baseline:   transformer_matrices    : 3,145,856
2026-04-21 13:08:09,847 INFO train_baseline:   scalars                 : 8
2026-04-21 13:08:09,847 INFO train_baseline:   total                   : 11,534,472
2026-04-21 13:08:09,847 INFO train_baseline: Estimated FLOPs per token: 4.718669e+07
2026-04-21 13:08:09,847 INFO train_baseline: Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
2026-04-21 13:08:12,207 INFO train_baseline: Time budget: 1800s
2026-04-21 13:08:12,207 INFO train_baseline: Gradient accumulation steps: 1
2026-04-21 13:08:51,822 INFO train_baseline: step 00000 (0.0%) | loss: 9.010271 | lrm: 1.00 | mfu: 0.0% | epoch: 1 | remaining: 1800s
2026-04-21 13:12:35,889 INFO train_baseline: step 01550 (12.3%) | loss: 1.726420 | lrm: 1.00 | mfu: 4.2% | epoch: 1 | remaining: 1578s
2026-04-21 13:12:42,817 INFO train_baseline: step 01600 (12.7%) | loss: 1.730859 | lrm: 1.00 | mfu: 4.3% | epoch: 1 | remaining: 1571s
2026-04-21 13:12:49,933 INFO train_baseline: step 01650 (13.1%) | loss: 1.722730 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1564s
2026-04-21 13:12:56,926 INFO train_baseline: step 01700 (13.5%) | loss: 1.711712 | lrm: 1.00 | mfu: 5.0% | epoch: 1 | remaining: 1557s
2026-04-21 13:13:03,926 INFO train_baseline: step 01750 (13.9%) | loss: 1.726962 | lrm: 1.00 | mfu: 4.9% | epoch: 1 | remaining: 1550s
2026-04-21 13:13:10,990 INFO train_baseline: step 01800 (14.3%) | loss: 1.723788 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1543s
2026-04-21 13:13:17,939 INFO train_baseline: step 01850 (14.7%) | loss: 1.720384 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1536s
2026-04-21 13:13:24,943 INFO train_baseline: step 01900 (15.1%) | loss: 1.717275 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1529s
2026-04-21 13:13:32,111 INFO train_baseline: step 01950 (15.5%) | loss: 1.703689 | lrm: 1.00 | mfu: 2.9% | epoch: 1 | remaining: 1521s
2026-04-21 13:13:39,257 INFO train_baseline: step 02000 (15.9%) | loss: 1.716309 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1514s
2026-04-21 13:13:46,153 INFO train_baseline: step 02050 (16.2%) | loss: 1.708298 | lrm: 1.00 | mfu: 5.1% | epoch: 1 | remaining: 1507s
2026-04-21 13:13:53,104 INFO train_baseline: step 02100 (16.6%) | loss: 1.703897 | lrm: 1.00 | mfu: 4.4% | epoch: 1 | remaining: 1500s
2026-04-21 13:14:00,149 INFO train_baseline: step 02150 (17.0%) | loss: 1.700795 | lrm: 1.00 | mfu: 4.1% | epoch: 1 | remaining: 1493s
2026-04-21 13:14:07,173 INFO train_baseline: step 02200 (17.4%) | loss: 1.699262 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1486s
2026-04-21 13:14:14,159 INFO train_baseline: step 02250 (17.8%) | loss: 1.704069 | lrm: 1.00 | mfu: 5.3% | epoch: 1 | remaining: 1479s
2026-04-21 13:14:21,164 INFO train_baseline: step 02300 (18.2%) | loss: 1.698605 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1472s
2026-04-21 13:14:28,100 INFO train_baseline: step 02350 (18.6%) | loss: 1.700850 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1466s
2026-04-21 13:14:34,980 INFO train_baseline: step 02400 (19.0%) | loss: 1.696528 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1459s
2026-04-21 13:14:41,918 INFO train_baseline: step 02450 (19.3%) | loss: 1.701928 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1452s
2026-04-21 13:14:48,815 INFO train_baseline: step 02500 (19.7%) | loss: 1.687050 | lrm: 1.00 | mfu: 4.4% | epoch: 1 | remaining: 1445s
2026-04-21 13:14:55,562 INFO train_baseline: step 02550 (20.1%) | loss: 1.699476 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1438s
2026-04-21 13:15:02,522 INFO train_baseline: step 02600 (20.5%) | loss: 1.705497 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1431s
2026-04-21 13:15:09,509 INFO train_baseline: step 02650 (20.9%) | loss: 1.694775 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1424s
2026-04-21 13:15:16,349 INFO train_baseline: step 02700 (21.3%) | loss: 1.690453 | lrm: 1.00 | mfu: 5.0% | epoch: 1 | remaining: 1417s
2026-04-21 13:15:23,324 INFO train_baseline: step 02750 (21.6%) | loss: 1.685351 | lrm: 1.00 | mfu: 4.4% | epoch: 1 | remaining: 1410s
2026-04-21 13:15:30,353 INFO train_baseline: step 02800 (22.0%) | loss: 1.684030 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1403s
2026-04-21 13:15:37,180 INFO train_baseline: step 02850 (22.4%) | loss: 1.679936 | lrm: 1.00 | mfu: 4.7% | epoch: 1 | remaining: 1396s
2026-04-21 13:15:44,050 INFO train_baseline: step 02900 (22.8%) | loss: 1.694489 | lrm: 1.00 | mfu: 4.5% | epoch: 1 | remaining: 1390s
2026-04-21 13:15:51,070 INFO train_baseline: step 02950 (23.2%) | loss: 1.700139 | lrm: 1.00 | mfu: 4.5% | epoch: 1 | remaining: 1383s
2026-04-21 13:15:57,962 INFO train_baseline: step 03000 (23.6%) | loss: 1.687578 | lrm: 1.00 | mfu: 4.3% | epoch: 1 | remaining: 1376s
2026-04-21 13:16:04,892 INFO train_baseline: step 03050 (23.9%) | loss: 1.686436 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1369s
2026-04-21 13:16:11,938 INFO train_baseline: step 03100 (24.3%) | loss: 1.678376 | lrm: 1.00 | mfu: 3.0% | epoch: 1 | remaining: 1362s
2026-04-21 13:16:18,896 INFO train_baseline: step 03150 (24.7%) | loss: 1.685520 | lrm: 1.00 | mfu: 4.5% | epoch: 1 | remaining: 1355s
2026-04-21 13:16:25,826 INFO train_baseline: step 03200 (25.1%) | loss: 1.694833 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1348s
2026-04-21 13:16:32,673 INFO train_baseline: step 03250 (25.5%) | loss: 1.686929 | lrm: 1.00 | mfu: 4.6% | epoch: 1 | remaining: 1341s
2026-04-21 13:16:39,774 INFO train_baseline: step 03300 (25.9%) | loss: 1.690924 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1334s
2026-04-21 13:16:46,753 INFO train_baseline: step 03350 (26.3%) | loss: 1.675612 | lrm: 1.00 | mfu: 4.8% | epoch: 1 | remaining: 1327s
2026-04-21 13:16:53,669 INFO train_baseline: step 03400 (26.7%) | loss: 1.687146 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1320s
2026-04-21 13:17:00,784 INFO train_baseline: step 03450 (27.1%) | loss: 1.678134 | lrm: 1.00 | mfu: 4.7% | epoch: 2 | remaining: 1313s
2026-04-21 13:17:07,778 INFO train_baseline: step 03500 (27.4%) | loss: 1.688748 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1306s
2026-04-21 13:17:14,812 INFO train_baseline: step 03550 (27.8%) | loss: 1.678789 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1299s
2026-04-21 13:17:21,906 INFO train_baseline: step 03600 (28.2%) | loss: 1.690135 | lrm: 1.00 | mfu: 2.7% | epoch: 2 | remaining: 1292s
2026-04-21 13:17:28,999 INFO train_baseline: step 03650 (28.6%) | loss: 1.679867 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1285s
2026-04-21 13:17:35,959 INFO train_baseline: step 03700 (29.0%) | loss: 1.679207 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 1278s
2026-04-21 13:17:42,900 INFO train_baseline: step 03750 (29.4%) | loss: 1.670770 | lrm: 1.00 | mfu: 4.8% | epoch: 2 | remaining: 1271s
2026-04-21 13:17:49,966 INFO train_baseline: step 03800 (29.8%) | loss: 1.680027 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1264s
2026-04-21 13:17:57,109 INFO train_baseline: step 03850 (30.2%) | loss: 1.678249 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1257s
2026-04-21 13:18:04,144 INFO train_baseline: step 03900 (30.6%) | loss: 1.668130 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1250s
2026-04-21 13:18:11,190 INFO train_baseline: step 03950 (31.0%) | loss: 1.677279 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1243s
2026-04-21 13:18:18,186 INFO train_baseline: step 04000 (31.4%) | loss: 1.666303 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1236s
2026-04-21 13:18:25,074 INFO train_baseline: step 04050 (31.7%) | loss: 1.661948 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1229s
2026-04-21 13:18:32,079 INFO train_baseline: step 04100 (32.1%) | loss: 1.667363 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 1222s
2026-04-21 13:18:39,006 INFO train_baseline: step 04150 (32.5%) | loss: 1.672235 | lrm: 1.00 | mfu: 4.3% | epoch: 2 | remaining: 1215s
2026-04-21 13:18:45,943 INFO train_baseline: step 04200 (32.9%) | loss: 1.667470 | lrm: 1.00 | mfu: 4.6% | epoch: 2 | remaining: 1208s
2026-04-21 13:18:52,946 INFO train_baseline: step 04250 (33.3%) | loss: 1.664384 | lrm: 1.00 | mfu: 3.0% | epoch: 2 | remaining: 1201s
2026-04-21 13:18:59,938 INFO train_baseline: step 04300 (33.7%) | loss: 1.665411 | lrm: 1.00 | mfu: 4.7% | epoch: 2 | remaining: 1194s
2026-04-21 13:19:06,919 INFO train_baseline: step 04350 (34.1%) | loss: 1.658428 | lrm: 1.00 | mfu: 4.2% | epoch: 2 | remaining: 1187s
2026-04-21 13:19:13,821 INFO train_baseline: step 04400 (34.4%) | loss: 1.666555 | lrm: 1.00 | mfu: 4.4% | epoch: 2 | remaining: 1180s
2026-04-21 13:19:20,898 INFO train_baseline: step 04450 (34.8%) | loss: 1.660338 | lrm: 1.00 | mfu: 4.8% | epoch: 2 | remaining: 1173s
2026-04-21 13:19:27,836 INFO train_baseline: step 04500 (35.2%) | loss: 1.663368 | lrm: 1.00 | mfu: 4.6% | epoch: 2 | remaining: 1166s
2026-04-21 13:19:34,741 INFO train_baseline: step 04550 (35.6%) | loss: 1.662054 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 1159s
2026-04-21 13:19:41,845 INFO train_baseline: step 04600 (36.0%) | loss: 1.663407 | lrm: 1.00 | mfu: 4.0% | epoch: 2 | remaining: 1152s
2026-04-21 13:19:48,729 INFO train_baseline: step 04650 (36.4%) | loss: 1.658106 | lrm: 1.00 | mfu: 5.1% | epoch: 2 | remaining: 1145s
2026-04-21 13:19:55,633 INFO train_baseline: step 04700 (36.8%) | loss: 1.659003 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1138s
2026-04-21 13:20:02,600 INFO train_baseline: step 04750 (37.1%) | loss: 1.666013 | lrm: 1.00 | mfu: 3.1% | epoch: 2 | remaining: 1131s
2026-04-21 13:20:09,544 INFO train_baseline: step 04800 (37.5%) | loss: 1.650937 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1124s
2026-04-21 13:20:16,493 INFO train_baseline: step 04850 (37.9%) | loss: 1.655099 | lrm: 1.00 | mfu: 5.3% | epoch: 2 | remaining: 1117s
2026-04-21 13:20:23,464 INFO train_baseline: step 04900 (38.3%) | loss: 1.652013 | lrm: 1.00 | mfu: 4.3% | epoch: 2 | remaining: 1110s
2026-04-21 13:20:30,638 INFO train_baseline: step 04950 (38.7%) | loss: 1.659337 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 1103s
2026-04-21 13:20:37,671 INFO train_baseline: step 05000 (39.1%) | loss: 1.652269 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1096s
2026-04-21 13:20:44,551 INFO train_baseline: step 05050 (39.5%) | loss: 1.650484 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 1089s
2026-04-21 13:20:51,633 INFO train_baseline: step 05100 (39.9%) | loss: 1.656767 | lrm: 1.00 | mfu: 4.7% | epoch: 2 | remaining: 1082s
2026-04-21 13:20:58,573 INFO train_baseline: step 05150 (40.3%) | loss: 1.663947 | lrm: 1.00 | mfu: 4.4% | epoch: 2 | remaining: 1075s
2026-04-21 13:21:05,586 INFO train_baseline: step 05200 (40.6%) | loss: 1.656114 | lrm: 1.00 | mfu: 4.4% | epoch: 2 | remaining: 1068s
2026-04-21 13:21:12,600 INFO train_baseline: step 05250 (41.0%) | loss: 1.661052 | lrm: 1.00 | mfu: 4.7% | epoch: 2 | remaining: 1061s
2026-04-21 13:21:19,585 INFO train_baseline: step 05300 (41.4%) | loss: 1.658535 | lrm: 1.00 | mfu: 4.6% | epoch: 2 | remaining: 1054s
2026-04-21 13:21:26,638 INFO train_baseline: step 05350 (41.8%) | loss: 1.640661 | lrm: 1.00 | mfu: 4.8% | epoch: 2 | remaining: 1047s
2026-04-21 13:21:33,312 INFO train_baseline: step 05400 (42.2%) | loss: 1.658064 | lrm: 1.00 | mfu: 3.1% | epoch: 2 | remaining: 1041s
2026-04-21 13:21:39,650 INFO train_baseline: step 05450 (42.5%) | loss: 1.659284 | lrm: 1.00 | mfu: 5.1% | epoch: 2 | remaining: 1034s
2026-04-21 13:21:45,728 INFO train_baseline: step 05500 (42.9%) | loss: 1.652275 | lrm: 1.00 | mfu: 5.5% | epoch: 2 | remaining: 1028s
2026-04-21 13:21:51,913 INFO train_baseline: step 05550 (43.2%) | loss: 1.648790 | lrm: 1.00 | mfu: 5.2% | epoch: 2 | remaining: 1022s
2026-04-21 13:21:58,743 INFO train_baseline: step 05600 (43.6%) | loss: 1.651552 | lrm: 1.00 | mfu: 5.1% | epoch: 2 | remaining: 1015s
2026-04-21 13:22:05,516 INFO train_baseline: step 05650 (44.0%) | loss: 1.650467 | lrm: 1.00 | mfu: 5.4% | epoch: 2 | remaining: 1008s
2026-04-21 13:22:12,148 INFO train_baseline: step 05700 (44.3%) | loss: 1.650026 | lrm: 1.00 | mfu: 4.8% | epoch: 2 | remaining: 1002s
2026-04-21 13:22:19,000 INFO train_baseline: step 05750 (44.7%) | loss: 1.651593 | lrm: 1.00 | mfu: 4.3% | epoch: 2 | remaining: 995s
2026-04-21 13:22:25,728 INFO train_baseline: step 05800 (45.1%) | loss: 1.640625 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 988s
2026-04-21 13:22:32,598 INFO train_baseline: step 05850 (45.5%) | loss: 1.643987 | lrm: 1.00 | mfu: 4.7% | epoch: 2 | remaining: 981s
2026-04-21 13:22:39,677 INFO train_baseline: step 05900 (45.9%) | loss: 1.657142 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 974s
2026-04-21 13:22:46,674 INFO train_baseline: step 05950 (46.3%) | loss: 1.647593 | lrm: 1.00 | mfu: 5.1% | epoch: 2 | remaining: 967s
2026-04-21 13:22:53,679 INFO train_baseline: step 06000 (46.6%) | loss: 1.643408 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 960s
2026-04-21 13:23:00,504 INFO train_baseline: step 06050 (47.0%) | loss: 1.632519 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 953s
2026-04-21 13:23:07,426 INFO train_baseline: step 06100 (47.4%) | loss: 1.657725 | lrm: 1.00 | mfu: 4.9% | epoch: 2 | remaining: 947s
2026-04-21 13:23:14,217 INFO train_baseline: step 06150 (47.8%) | loss: 1.642005 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 940s
2026-04-21 13:23:21,111 INFO train_baseline: step 06200 (48.2%) | loss: 1.637476 | lrm: 1.00 | mfu: 4.8% | epoch: 2 | remaining: 933s
2026-04-21 13:23:28,036 INFO train_baseline: step 06250 (48.6%) | loss: 1.630482 | lrm: 1.00 | mfu: 5.0% | epoch: 2 | remaining: 926s
2026-04-21 13:23:34,833 INFO train_baseline: step 06300 (48.9%) | loss: 1.639780 | lrm: 1.00 | mfu: 5.1% | epoch: 2 | remaining: 919s
2026-04-21 13:23:41,617 INFO train_baseline: step 06350 (49.3%) | loss: 1.650211 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 912s
2026-04-21 13:23:48,512 INFO train_baseline: step 06400 (49.7%) | loss: 1.638812 | lrm: 1.00 | mfu: 4.3% | epoch: 2 | remaining: 906s
2026-04-21 13:23:55,394 INFO train_baseline: step 06450 (50.1%) | loss: 1.641104 | lrm: 1.00 | mfu: 4.5% | epoch: 2 | remaining: 899s
2026-04-21 13:24:02,303 INFO train_baseline: step 06500 (50.5%) | loss: 1.640334 | lrm: 0.99 | mfu: 4.6% | epoch: 2 | remaining: 892s
2026-04-21 13:24:09,313 INFO train_baseline: step 06550 (50.8%) | loss: 1.635372 | lrm: 0.98 | mfu: 3.0% | epoch: 2 | remaining: 885s
2026-04-21 13:24:16,268 INFO train_baseline: step 06600 (51.2%) | loss: 1.648299 | lrm: 0.98 | mfu: 5.2% | epoch: 2 | remaining: 878s
2026-04-21 13:24:23,208 INFO train_baseline: step 06650 (51.6%) | loss: 1.633915 | lrm: 0.97 | mfu: 4.9% | epoch: 2 | remaining: 871s
2026-04-21 13:24:30,143 INFO train_baseline: step 06700 (52.0%) | loss: 1.636752 | lrm: 0.96 | mfu: 4.4% | epoch: 2 | remaining: 864s
2026-04-21 13:24:37,066 INFO train_baseline: step 06750 (52.4%) | loss: 1.629135 | lrm: 0.95 | mfu: 4.9% | epoch: 3 | remaining: 857s
2026-04-21 13:24:43,947 INFO train_baseline: step 06800 (52.8%) | loss: 1.637099 | lrm: 0.94 | mfu: 4.6% | epoch: 3 | remaining: 850s
2026-04-21 13:24:50,966 INFO train_baseline: step 06850 (53.2%) | loss: 1.627367 | lrm: 0.94 | mfu: 4.1% | epoch: 3 | remaining: 843s
2026-04-21 13:24:57,916 INFO train_baseline: step 06900 (53.5%) | loss: 1.627719 | lrm: 0.93 | mfu: 5.0% | epoch: 3 | remaining: 836s
2026-04-21 13:25:04,798 INFO train_baseline: step 06950 (53.9%) | loss: 1.626127 | lrm: 0.92 | mfu: 5.0% | epoch: 3 | remaining: 829s
2026-04-21 13:25:11,660 INFO train_baseline: step 07000 (54.3%) | loss: 1.621894 | lrm: 0.91 | mfu: 4.5% | epoch: 3 | remaining: 822s
2026-04-21 13:25:18,607 INFO train_baseline: step 07050 (54.7%) | loss: 1.624576 | lrm: 0.91 | mfu: 3.0% | epoch: 3 | remaining: 815s
2026-04-21 13:25:25,326 INFO train_baseline: step 07100 (55.1%) | loss: 1.622490 | lrm: 0.90 | mfu: 4.9% | epoch: 3 | remaining: 809s
2026-04-21 13:25:32,266 INFO train_baseline: step 07150 (55.4%) | loss: 1.611940 | lrm: 0.89 | mfu: 4.7% | epoch: 3 | remaining: 802s
2026-04-21 13:25:39,118 INFO train_baseline: step 07200 (55.8%) | loss: 1.616089 | lrm: 0.88 | mfu: 4.2% | epoch: 3 | remaining: 795s
2026-04-21 13:25:46,034 INFO train_baseline: step 07250 (56.2%) | loss: 1.617574 | lrm: 0.88 | mfu: 4.8% | epoch: 3 | remaining: 788s
2026-04-21 13:25:52,848 INFO train_baseline: step 07300 (56.6%) | loss: 1.630871 | lrm: 0.87 | mfu: 4.9% | epoch: 3 | remaining: 781s
2026-04-21 13:25:59,712 INFO train_baseline: step 07350 (57.0%) | loss: 1.615095 | lrm: 0.86 | mfu: 4.6% | epoch: 3 | remaining: 774s
2026-04-21 13:26:06,638 INFO train_baseline: step 07400 (57.4%) | loss: 1.609604 | lrm: 0.85 | mfu: 4.6% | epoch: 3 | remaining: 767s
2026-04-21 13:26:13,531 INFO train_baseline: step 07450 (57.7%) | loss: 1.611211 | lrm: 0.85 | mfu: 4.7% | epoch: 3 | remaining: 761s
2026-04-21 13:26:20,376 INFO train_baseline: step 07500 (58.1%) | loss: 1.614251 | lrm: 0.84 | mfu: 4.7% | epoch: 3 | remaining: 754s
2026-04-21 13:26:27,299 INFO train_baseline: step 07550 (58.5%) | loss: 1.619552 | lrm: 0.83 | mfu: 4.5% | epoch: 3 | remaining: 747s
