2026-04-21 13:07:38,703 INFO train: TIME_BUDGET overridden to 1800s via TRAIN_TIME_BUDGET env var
2026-04-21 13:07:49,388 INFO train: Vocab size: 8,192
2026-04-21 13:07:49,388 INFO train: Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
2026-04-21 13:07:50,031 INFO train: Parameter counts:
2026-04-21 13:07:50,031 INFO train:   wte                     : 2,097,152
2026-04-21 13:07:50,035 INFO train:   value_embeds            : 4,194,304
2026-04-21 13:07:50,035 INFO train:   lm_head                 : 2,097,152
2026-04-21 13:07:50,035 INFO train:   transformer_matrices    : 3,145,856
2026-04-21 13:07:50,036 INFO train:   scalars                 : 8
2026-04-21 13:07:50,036 INFO train:   total                   : 11,534,472
2026-04-21 13:07:50,036 INFO train: Estimated FLOPs per token: 5.662387e+07
2026-04-21 13:07:50,036 INFO train: Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
2026-04-21 13:07:52,362 INFO train: Time budget: 1800s
2026-04-21 13:07:52,364 INFO train: Gradient accumulation steps: 1
2026-04-21 13:08:35,248 INFO train: step 00000 (0.0%) | loss: 9.010088 | lrm: 1.00 | mfu: 0.0% | epoch: 1 | remaining: 1800s
2026-04-21 13:25:27,554 INFO train: step 03850 (56.1%) | loss: 1.624889 | lrm: 0.63 | mfu: 2.9% | epoch: 2 | remaining: 791s
2026-04-21 13:25:40,781 INFO train: step 03900 (56.8%) | loss: 1.613243 | lrm: 0.62 | mfu: 2.8% | epoch: 2 | remaining: 777s
2026-04-21 13:25:53,991 INFO train: step 03950 (57.5%) | loss: 1.619806 | lrm: 0.61 | mfu: 2.9% | epoch: 2 | remaining: 764s
2026-04-21 13:26:07,219 INFO train: step 04000 (58.3%) | loss: 1.608566 | lrm: 0.60 | mfu: 2.8% | epoch: 2 | remaining: 751s
2026-04-21 13:26:20,489 INFO train: step 04050 (59.0%) | loss: 1.603561 | lrm: 0.59 | mfu: 2.8% | epoch: 2 | remaining: 738s
2026-04-21 13:26:33,716 INFO train: step 04100 (59.7%) | loss: 1.606226 | lrm: 0.58 | mfu: 2.9% | epoch: 2 | remaining: 724s
2026-04-21 13:26:46,934 INFO train: step 04150 (60.5%) | loss: 1.610425 | lrm: 0.56 | mfu: 2.8% | epoch: 2 | remaining: 711s
2026-04-21 13:27:00,161 INFO train: step 04200 (61.2%) | loss: 1.604203 | lrm: 0.55 | mfu: 2.8% | epoch: 2 | remaining: 698s
2026-04-21 13:27:13,430 INFO train: step 04250 (61.9%) | loss: 1.599378 | lrm: 0.54 | mfu: 2.8% | epoch: 2 | remaining: 685s
2026-04-21 13:27:26,675 INFO train: step 04300 (62.7%) | loss: 1.598506 | lrm: 0.53 | mfu: 2.9% | epoch: 2 | remaining: 672s
2026-04-21 13:27:39,932 INFO train: step 04350 (63.4%) | loss: 1.590814 | lrm: 0.52 | mfu: 2.9% | epoch: 2 | remaining: 658s
2026-04-21 13:27:53,190 INFO train: step 04400 (64.2%) | loss: 1.596984 | lrm: 0.51 | mfu: 2.9% | epoch: 2 | remaining: 645s
2026-04-21 13:28:06,420 INFO train: step 04450 (64.9%) | loss: 1.590315 | lrm: 0.50 | mfu: 2.9% | epoch: 2 | remaining: 632s
2026-04-21 13:28:19,640 INFO train: step 04500 (65.6%) | loss: 1.591668 | lrm: 0.49 | mfu: 2.9% | epoch: 2 | remaining: 619s
2026-04-21 13:28:32,891 INFO train: step 04550 (66.4%) | loss: 1.588200 | lrm: 0.48 | mfu: 2.8% | epoch: 2 | remaining: 605s
2026-04-21 13:28:46,109 INFO train: step 04600 (67.1%) | loss: 1.588545 | lrm: 0.47 | mfu: 2.9% | epoch: 2 | remaining: 592s
2026-04-21 13:28:59,349 INFO train: step 04650 (67.8%) | loss: 1.581609 | lrm: 0.46 | mfu: 2.8% | epoch: 2 | remaining: 579s
2026-04-21 13:29:12,567 INFO train: step 04700 (68.6%) | loss: 1.581866 | lrm: 0.45 | mfu: 2.8% | epoch: 2 | remaining: 566s
2026-04-21 13:29:25,776 INFO train: step 04750 (69.3%) | loss: 1.586598 | lrm: 0.44 | mfu: 2.8% | epoch: 2 | remaining: 552s
2026-04-21 13:29:39,008 INFO train: step 04800 (70.0%) | loss: 1.569760 | lrm: 0.43 | mfu: 2.8% | epoch: 2 | remaining: 539s
2026-04-21 13:29:52,249 INFO train: step 04850 (70.8%) | loss: 1.573058 | lrm: 0.42 | mfu: 2.9% | epoch: 2 | remaining: 526s
2026-04-21 13:30:05,448 INFO train: step 04900 (71.5%) | loss: 1.569143 | lrm: 0.41 | mfu: 2.9% | epoch: 2 | remaining: 513s
2026-04-21 13:30:18,680 INFO train: step 04950 (72.2%) | loss: 1.574581 | lrm: 0.40 | mfu: 2.8% | epoch: 2 | remaining: 500s
2026-04-21 13:30:31,921 INFO train: step 05000 (73.0%) | loss: 1.565581 | lrm: 0.39 | mfu: 3.0% | epoch: 2 | remaining: 486s
2026-04-21 13:30:45,149 INFO train: step 05050 (73.7%) | loss: 1.562328 | lrm: 0.38 | mfu: 2.8% | epoch: 2 | remaining: 473s
2026-04-21 13:30:58,350 INFO train: step 05100 (74.4%) | loss: 1.566753 | lrm: 0.37 | mfu: 2.9% | epoch: 2 | remaining: 460s
2026-04-21 13:31:11,595 INFO train: step 05150 (75.2%) | loss: 1.572579 | lrm: 0.35 | mfu: 2.8% | epoch: 2 | remaining: 447s
2026-04-21 13:31:24,788 INFO train: step 05200 (75.9%) | loss: 1.564054 | lrm: 0.34 | mfu: 2.8% | epoch: 2 | remaining: 434s
2026-04-21 13:31:38,012 INFO train: step 05250 (76.6%) | loss: 1.566494 | lrm: 0.33 | mfu: 2.9% | epoch: 2 | remaining: 420s
2026-04-21 13:31:51,233 INFO train: step 05300 (77.4%) | loss: 1.562440 | lrm: 0.32 | mfu: 2.8% | epoch: 2 | remaining: 407s
2026-04-21 13:32:04,448 INFO train: step 05350 (78.1%) | loss: 1.544945 | lrm: 0.31 | mfu: 2.9% | epoch: 2 | remaining: 394s
2026-04-21 13:32:17,680 INFO train: step 05400 (78.8%) | loss: 1.558843 | lrm: 0.30 | mfu: 2.8% | epoch: 2 | remaining: 381s
2026-04-21 13:32:30,907 INFO train: step 05450 (79.6%) | loss: 1.558695 | lrm: 0.29 | mfu: 2.8% | epoch: 2 | remaining: 367s
2026-04-21 13:32:44,141 INFO train: step 05500 (80.3%) | loss: 1.550343 | lrm: 0.28 | mfu: 2.8% | epoch: 2 | remaining: 354s
2026-04-21 13:32:57,366 INFO train: step 05550 (81.0%) | loss: 1.547058 | lrm: 0.27 | mfu: 2.8% | epoch: 2 | remaining: 341s
2026-04-21 13:33:10,604 INFO train: step 05600 (81.8%) | loss: 1.545900 | lrm: 0.26 | mfu: 2.9% | epoch: 2 | remaining: 328s
2026-04-21 13:33:23,807 INFO train: step 05650 (82.5%) | loss: 1.544267 | lrm: 0.25 | mfu: 2.8% | epoch: 2 | remaining: 315s
2026-04-21 13:33:37,014 INFO train: step 05700 (83.2%) | loss: 1.542679 | lrm: 0.24 | mfu: 2.8% | epoch: 2 | remaining: 301s
2026-04-21 13:33:50,233 INFO train: step 05750 (84.0%) | loss: 1.541226 | lrm: 0.23 | mfu: 2.8% | epoch: 2 | remaining: 288s
2026-04-21 13:34:03,466 INFO train: step 05800 (84.7%) | loss: 1.529606 | lrm: 0.22 | mfu: 2.8% | epoch: 2 | remaining: 275s
2026-04-21 13:34:16,714 INFO train: step 05850 (85.5%) | loss: 1.532006 | lrm: 0.21 | mfu: 2.8% | epoch: 2 | remaining: 262s
2026-04-21 13:34:29,942 INFO train: step 05900 (86.2%) | loss: 1.543424 | lrm: 0.20 | mfu: 2.8% | epoch: 2 | remaining: 248s
2026-04-21 13:34:43,157 INFO train: step 05950 (86.9%) | loss: 1.532058 | lrm: 0.19 | mfu: 2.8% | epoch: 2 | remaining: 235s
2026-04-21 13:34:56,389 INFO train: step 06000 (87.7%) | loss: 1.526790 | lrm: 0.18 | mfu: 2.9% | epoch: 2 | remaining: 222s
2026-04-21 13:35:09,591 INFO train: step 06050 (88.4%) | loss: 1.515521 | lrm: 0.17 | mfu: 2.8% | epoch: 2 | remaining: 209s
2026-04-21 13:35:22,775 INFO train: step 06100 (89.1%) | loss: 1.538587 | lrm: 0.16 | mfu: 2.8% | epoch: 2 | remaining: 196s
2026-04-21 13:35:35,995 INFO train: step 06150 (89.9%) | loss: 1.522205 | lrm: 0.14 | mfu: 2.9% | epoch: 2 | remaining: 182s
2026-04-21 13:35:49,226 INFO train: step 06200 (90.6%) | loss: 1.514361 | lrm: 0.13 | mfu: 2.8% | epoch: 2 | remaining: 169s
2026-04-21 13:36:02,432 INFO train: step 06250 (91.3%) | loss: 1.507628 | lrm: 0.12 | mfu: 2.8% | epoch: 2 | remaining: 156s
2026-04-21 13:36:15,656 INFO train: step 06300 (92.1%) | loss: 1.515210 | lrm: 0.11 | mfu: 2.8% | epoch: 2 | remaining: 143s
2026-04-21 13:36:28,903 INFO train: step 06350 (92.8%) | loss: 1.523913 | lrm: 0.10 | mfu: 2.8% | epoch: 2 | remaining: 129s
2026-04-21 13:36:42,142 INFO train: step 06400 (93.5%) | loss: 1.511829 | lrm: 0.09 | mfu: 2.8% | epoch: 2 | remaining: 116s
2026-04-21 13:36:55,396 INFO train: step 06450 (94.3%) | loss: 1.511764 | lrm: 0.08 | mfu: 2.8% | epoch: 2 | remaining: 103s
2026-04-21 13:37:08,652 INFO train: step 06500 (95.0%) | loss: 1.509981 | lrm: 0.07 | mfu: 2.8% | epoch: 2 | remaining: 90s
2026-04-21 13:37:21,926 INFO train: step 06550 (95.7%) | loss: 1.505244 | lrm: 0.06 | mfu: 2.8% | epoch: 2 | remaining: 76s
2026-04-21 13:37:35,181 INFO train: step 06600 (96.5%) | loss: 1.517151 | lrm: 0.05 | mfu: 2.9% | epoch: 2 | remaining: 63s
2026-04-21 13:37:48,433 INFO train: step 06650 (97.2%) | loss: 1.502372 | lrm: 0.04 | mfu: 2.8% | epoch: 2 | remaining: 50s
2026-04-21 13:38:01,687 INFO train: step 06700 (97.9%) | loss: 1.504815 | lrm: 0.03 | mfu: 2.8% | epoch: 2 | remaining: 37s
2026-04-21 13:38:14,924 INFO train: step 06750 (98.7%) | loss: 1.498339 | lrm: 0.02 | mfu: 2.8% | epoch: 3 | remaining: 24s
2026-04-21 13:38:28,138 INFO train: step 06800 (99.4%) | loss: 1.506154 | lrm: 0.01 | mfu: 2.8% | epoch: 3 | remaining: 10s
2026-04-21 13:38:46,625 INFO train: --- Final Results ---
2026-04-21 13:38:46,627 INFO train: val_bpb:          0.566585
2026-04-21 13:38:46,627 INFO train: training_seconds: 1800.0
2026-04-21 13:38:46,627 INFO train: total_seconds:    1857.4
2026-04-21 13:38:46,627 INFO train: peak_vram_mb:     7243.3
2026-04-21 13:38:46,627 INFO train: mfu_percent:      2.85
2026-04-21 13:38:46,627 INFO train: total_tokens_M:   896.5
2026-04-21 13:38:46,628 INFO train: num_steps:        6840
2026-04-21 13:38:46,628 INFO train: num_params_M:     11.5
2026-04-21 13:38:46,628 INFO train: depth:            4
2026-04-21 13:38:48,973 INFO train: Checkpoint saved to /mmfs1/projects/changhui.yan/m.afzalsiddique/codes/autoresearch-master/checkpoints/best.pt
